id,name,status,description,tags
772,Quality and Safety Management,active,"A Quality Management System (QMS) is a means of ensuring that an organization is meeting requirements and continuously improving its processes. In AVS, our QMS is focused on safety. We have established a quality policy, objectives, QMS process documents and measures that focus on safety.",[]
773,Quality by Design (QBD),active,"Designing for quality and innovation is one of the three universal processes of the Juran Trilogy, in which Juran describes what is required to achieve breakthroughs in new products, services, and processes.",[]
774,Quality Management,active,"Quality management ensures that an organization, product or service is consistent. It has four main components: quality planning, quality assurance, quality control and quality improvement. Quality management is focused not only on product and service quality, but also on the means to achieve it.",[]
775,Quality Monitoring,active,Monitoring and quality control. Monitoring is essential to ensure that the intended project objective can be achieved within the given time frame following the activities as planned to be carried out by project personnel,[]
776,Quality Planning,active,"The capability to plan and design quality of outputs, materials utilized, processes, etc",[]
777,Quant Model,active,,[]
778,Quantum Computing,active,,[]
779,Quantum Dots,active,"Quantum dots are tiny semiconductor particles a few nanometres in size, having optical and electronic properties that differ from larger particles due to quantum mechanics.",[]
780,Quick Ratio,active,,[]
781,R&D,active,"The capability to utilize research and development in order to experiment, build, and utilize new technologies and service offerings",[]
782,Radio Remote Control,active,"The capability to utilize wireless devices to operate audio, video and other electronic equipment using radio frequency transmission",[]
783,Rail-Guided Vehicles,active,"Rail Guided Vehicle (RGV) is a flexible transportation vehicle developed by SMC's own technology",[]
784,Rating,active,,[]
785,Real World Evidence,active,,[]
786,Rebate/Promotion Tracking Impact (%),active,,[]
787,Recall Management,active,A product recall is a request from a manufacturer to return a product after the discovery of safety issues or product defects that might endanger the consumer or put the maker/seller at risk of legal action.,[]
788,Receipt Management,active,,[]
789,Receiving,active,"The capability to receive signals, be it radio, infrared, etc",[]
790,Reconciliation,active,Payment reconciliation is the process of comparing and verifying internal records of payment history with external resources such as bank records.,[]
791,Record Retention,active,,[]
792,Recoverables/Third-Party Collections,active,,[]
793,Recycle,active,"The capability of a company to recycle its products, assets, materials",[]
794,Reduction in Billing Write-offs,active,,[]
795,Reduction in Cost of Outbound Transportation,active,,[]
796,Reduction in Cost to Plan and Manage Inbound Material Flow,active,,[]
797,Reduction in Cost Warehousing Operations,active,,[]
798,Reduction in Receivables,active,,[]
799,Reduction in Receivables (one-time),active,,[]
800,Reference Data Management,active,,[]
801,Regulatory,active,"Regulatory reporting' is the submission of raw or summary data needed by regulators to evaluate a bank's operations and its overall health, thereby determining the status of compliance with applicable regulatory provisions.",[]
802,Regulatory & Compliance,active,"In general, compliance means conforming to a rule, such as a specification, policy, standard or law.",[]
